id;descripcion;capacidad;regional;ciudad
1706;Sal—n 02;20;15;606
1707;Sal—n 02;20;85;607
1708;Sal—n 02;20;27;608
1709;Sal—n 02;20;41;609
1710;Sal—n 02;20;76;610
1711;Sal—n 02;20;68;611
1712;Sal—n 02;20;54;612
1713;Sal—n 02;20;68;613
1714;Sal—n 02;20;15;614
1715;Sal—n 02;20;5;615
1716;Sal—n 02;20;52;616
1717;Sal—n 02;20;68;617
1718;Sal—n 02;20;41;618
1719;Sal—n 02;20;86;619
1720;Sal—n 02;20;85;620
1721;Sal—n 02;20;73;621
1722;Sal—n 02;20;52;622
1723;Sal—n 02;20;15;623
1724;Sal—n 02;20;70;624
1725;Sal—n 02;20;15;625
1726;Sal—n 02;20;25;626
1727;Sal—n 02;20;19;627
1728;Sal—n 02;20;41;628
1729;Sal—n 02;20;20;629
1730;Sal—n 02;20;25;630
1731;Sal—n 02;20;15;631
1732;Sal—n 02;20;15;632
1733;Sal—n 02;20;41;633
1734;Sal—n 02;20;17;634
1735;Sal—n 02;20;41;635
1736;Sal—n 02;20;68;636
1737;Sal—n 02;20;8;637
1738;Sal—n 02;20;68;638
1739;Sal—n 02;20;76;639
1740;Sal—n 02;20;70;640
1741;Sal—n 02;20;73;641
1742;Sal—n 02;20;54;642
1743;Sal—n 02;20;54;643
1744;Sal—n 02;20;25;644
1745;Sal—n 02;20;15;645
1746;Sal—n 02;20;25;646
1747;Sal—n 02;20;25;647
1748;Sal—n 02;20;19;648
1749;Sal—n 02;20;15;649
1750;Sal—n 02;20;15;650
1751;Sal—n 02;20;85;651
1752;Sal—n 02;20;15;652
1753;Sal—n 02;20;47;653
1754;Sal—n 02;20;20;654
1755;Sal—n 02;20;17;655
1756;Sal—n 02;20;5;656
1757;Sal—n 02;20;66;657
1758;Sal—n 02;20;15;658
1759;Sal—n 02;20;5;659
1760;Sal—n 02;20;19;660
1761;Sal—n 02;20;68;661
1762;Sal—n 02;20;73;662
1763;Sal—n 02;20;19;663
1764;Sal—n 02;20;63;664
1765;Sal—n 02;20;47;665
1766;Sal—n 02;20;68;666
1767;Sal—n 02;20;13;667
1768;Sal—n 02;20;8;668
1769;Sal—n 02;20;15;669
1770;Sal—n 02;20;41;670
1771;Sal—n 02;20;41;671
1772;Sal—n 02;20;47;672
1773;Sal—n 02;20;73;673
1774;Sal—n 02;20;23;674
1775;Sal—n 02;20;47;675
1776;Sal—n 02;20;52;676
1777;Sal—n 02;20;8;677
1778;Sal—n 02;20;8;678
1779;Sal—n 02;20;19;679
1780;Sal—n 02;20;85;680
1781;Sal—n 02;20;52;681
1782;Sal—n 02;20;76;682
1783;Sal—n 02;20;73;683
1784;Sal—n 02;20;52;684
1785;Sal—n 02;20;88;685
1786;Sal—n 02;20;20;686
1787;Sal—n 02;20;23;687
1788;Sal—n 02;20;66;688
1789;Sal—n 02;20;5;689
1790;Sal—n 02;20;47;690
1791;Sal—n 02;20;68;691
1792;Sal—n 02;20;52;692
1793;Sal—n 02;20;86;693
1794;Sal—n 02;20;5;694
1795;Sal—n 02;20;15;695
1796;Sal—n 02;20;86;696
1797;Sal—n 02;20;99;697
1798;Sal—n 02;20;8;698
1799;Sal—n 02;20;50;699
1800;Sal—n 02;20;23;700
1801;Sal—n 02;20;50;701
1802;Sal—n 02;20;86;702
1803;Sal—n 02;20;86;703
1804;Sal—n 02;20;23;704
1805;Sal—n 02;20;50;705
1806;Sal—n 02;20;50;706
1807;Sal—n 02;20;5;707
1808;Sal—n 02;20;91;708
1809;Sal—n 02;20;68;709
1810;Sal—n 02;20;18;710
1811;Sal—n 02;20;50;711
1812;Sal—n 02;20;81;712
1813;Sal—n 02;20;25;713
1814;Sal—n 02;20;54;714
1815;Sal—n 02;20;19;715
1816;Sal—n 02;20;5;716
1817;Sal—n 02;20;68;717
1818;Sal—n 02;20;25;718
1819;Sal—n 02;20;52;719
1820;Sal—n 02;20;19;720
1821;Sal—n 02;20;73;721
1822;Sal—n 02;20;23;722
1823;Sal—n 02;20;17;723
1824;Sal—n 02;20;15;724
1825;Sal—n 02;20;19;725
1826;Sal—n 02;20;68;726
1827;Sal—n 02;20;25;727
1828;Sal—n 02;20;25;728
1829;Sal—n 02;20;27;729
1830;Sal—n 02;20;63;730
1831;Sal—n 02;20;66;731
1832;Sal—n 02;20;15;732
1833;Sal—n 02;20;25;733
1834;Sal—n 02;20;54;734
1835;Sal—n 02;20;15;735
1836;Sal—n 02;20;85;736
1837;Sal—n 02;20;13;737
1838;Sal—n 02;20;5;738
1839;Sal—n 02;20;47;739
1840;Sal—n 02;20;8;740
1841;Sal—n 02;20;50;741
1842;Sal—n 02;20;76;742
1843;Sal—n 02;20;5;743
1844;Sal—n 02;20;25;744
1845;Sal—n 02;20;52;745
1846;Sal—n 02;20;68;746
1847;Sal—n 02;20;73;747
1848;Sal—n 02;20;76;748
1849;Sal—n 02;20;44;749
1850;Sal—n 02;20;17;750
1851;Sal—n 02;20;41;751
1852;Sal—n 02;20;52;752
1853;Sal—n 02;20;76;753
1854;Sal—n 02;20;73;754
1855;Sal—n 02;20;15;755
1856;Sal—n 02;20;19;756
1857;Sal—n 02;20;73;757
1858;Sal—n 02;20;15;758
1859;Sal—n 02;20;27;759
1860;Sal—n 02;20;27;760
1861;Sal—n 02;20;17;761
1862;Sal—n 02;20;13;762
1863;Sal—n 02;20;20;763
1864;Sal—n 02;20;5;764
1865;Sal—n 02;20;27;765
1866;Sal—n 02;20;68;766
1867;Sal—n 02;20;8;767
1868;Sal—n 02;20;5;768
1869;Sal—n 02;20;8;769
1870;Sal—n 02;20;85;770
1871;Sal—n 02;20;47;771
1872;Sal—n 02;20;5;772
1873;Sal—n 02;20;15;773
1874;Sal—n 02;20;23;774
1875;Sal—n 02;20;41;775
1876;Sal—n 02;20;17;776
1877;Sal—n 02;20;47;777
1878;Sal—n 02;20;54;778
1879;Sal—n 02;20;73;779
1880;Sal—n 02;20;63;780
1881;Sal—n 02;20;5;781
1882;Sal—n 02;20;15;782
1883;Sal—n 02;20;52;783
1884;Sal—n 02;20;17;784
1885;Sal—n 02;20;70;785
1886;Sal—n 02;20;41;786
1887;Sal—n 02;20;20;787
1888;Sal—n 02;20;68;788
1889;Sal—n 02;20;23;789
1890;Sal—n 02;20;5;790
1891;Sal—n 02;20;23;791
1892;Sal—n 02;20;73;792
1893;Sal—n 02;20;25;793
1894;Sal—n 02;20;68;794
1895;Sal—n 02;20;70;795
1896;Sal—n 02;20;25;796
1897;Sal—n 02;20;52;797
1898;Sal—n 02;20;23;798
1899;Sal—n 02;20;54;799
1900;Sal—n 02;20;5;800
1901;Sal—n 02;20;23;801
1902;Sal—n 02;20;50;802
1903;Sal—n 02;20;25;803
1904;Sal—n 02;20;54;804
1905;Sal—n 02;20;13;805
1906;Sal—n 02;20;20;806
1907;Sal—n 02;20;15;807
1908;Sal—n 02;20;13;808
1909;Sal—n 02;20;13;809
1910;Sal—n 02;20;5;810
1911;Sal—n 02;20;25;811
1912;Sal—n 02;20;86;812
1913;Sal—n 02;20;68;813
1914;Sal—n 02;20;13;814
1915;Sal—n 02;20;13;815
1916;Sal—n 02;20;5;816
1917;Sal—n 02;20;68;817
1918;Sal—n 02;20;17;818
1919;Sal—n 02;20;68;819
1920;Sal—n 02;20;5;820
1921;Sal—n 02;20;15;821
1922;Sal—n 02;20;23;822
1923;Sal—n 02;20;18;823
1924;Sal—n 02;20;95;824
1925;Sal—n 02;20;27;825
1926;Sal—n 02;20;50;826
1927;Sal—n 02;20;70;827
1928;Sal—n 02;20;13;828
1929;Sal—n 02;20;52;829
1930;Sal—n 02;20;25;830
1931;Sal—n 02;20;5;831
1932;Sal—n 02;20;44;832
1933;Sal—n 02;20;50;833
1934;Sal—n 02;20;52;834
1935;Sal—n 02;20;73;835
1936;Sal—n 02;20;5;836
1937;Sal—n 02;20;15;837
1938;Sal—n 02;20;85;838
1939;Sal—n 02;20;70;839
1940;Sal—n 02;20;20;840
1941;Sal—n 02;20;50;841
1942;Sal—n 02;20;13;842
1943;Sal—n 02;20;15;843
1944;Sal—n 02;20;68;844
1945;Sal—n 02;20;86;845
1946;Sal—n 02;20;15;846
1947;Sal—n 02;20;70;847
1948;Sal—n 02;20;13;848
1949;Sal—n 02;20;52;849
1950;Sal—n 02;20;15;850
1951;Sal—n 02;20;5;851
1952;Sal—n 02;20;70;852
1953;Sal—n 02;20;76;853
1954;Sal—n 02;20;52;854
1955;Sal—n 02;20;5;855
1956;Sal—n 02;20;23;856
1957;Sal—n 02;20;5;857
1958;Sal—n 02;20;5;858
1959;Sal—n 02;20;19;859
1960;Sal—n 02;20;47;860
1961;Sal—n 02;20;5;861
1962;Sal—n 02;20;18;862
1963;Sal—n 02;20;68;863
1964;Sal—n 02;20;47;864
1965;Sal—n 02;20;52;865
1966;Sal—n 02;20;47;866
1967;Sal—n 02;20;5;867
1968;Sal—n 02;20;68;868
1969;Sal—n 02;20;52;869
1970;Sal—n 02;20;47;870
1971;Sal—n 02;20;13;871
1972;Sal—n 02;20;5;872
1973;Sal—n 02;20;27;873
1974;Sal—n 02;20;68;874
1975;Sal—n 02;20;73;875
1976;Sal—n 02;20;8;876
1977;Sal—n 02;20;47;877
1978;Sal—n 02;20;15;878
1979;Sal—n 02;20;41;879
1980;Sal—n 02;20;13;880
1981;Sal—n 02;20;19;881
1982;Sal—n 02;20;66;882
1983;Sal—n 02;20;5;883
1984;Sal—n 02;20;15;884
1985;Sal—n 02;20;13;885
1986;Sal—n 02;20;99;886
1987;Sal—n 02;20;15;887
1988;Sal—n 02;20;15;888
1989;Sal—n 02;20;19;889
1990;Sal—n 02;20;54;890
1991;Sal—n 02;20;86;891
1992;Sal—n 02;20;5;892
1993;Sal—n 02;20;8;893
1994;Sal—n 02;20;5;894
1995;Sal—n 02;20;66;895
1996;Sal—n 02;20;52;896
1997;Sal—n 02;20;81;897
1998;Sal—n 02;20;54;898
1999;Sal—n 02;20;25;899
2000;Sal—n 02;20;15;900
2001;Sal—n 02;20;15;901
2002;Sal—n 02;20;5;902
2003;Sal—n 02;20;25;903
2004;Sal—n 02;20;76;904
2005;Sal—n 02;20;15;905
2006;Sal—n 02;20;25;906
2007;Sal—n 02;20;86;907
2008;Sal—n 02;20;54;908
2009;Sal—n 02;20;25;909
2010;Sal—n 02;20;19;910
2011;Sal—n 02;20;68;911
2012;Sal—n 02;20;25;912
2013;Sal—n 02;20;13;913
2014;Sal—n 02;20;70;914
2015;Sal—n 02;20;70;915
2016;Sal—n 02;20;27;916
2017;Sal—n 02;20;47;917
2018;Sal—n 02;20;25;918
2019;Sal—n 02;20;15;919
2020;Sal—n 02;20;15;920
2021;Sal—n 02;20;68;921
2022;Sal—n 02;20;15;922
2023;Sal—n 02;20;15;923
2024;Sal—n 02;20;18;924
2025;Sal—n 02;20;8;925
2026;Sal—n 02;20;18;926
2027;Sal—n 02;20;15;927
2028;Sal—n 02;20;5;928
2029;Sal—n 02;20;5;929
2030;Sal—n 02;20;13;930
2031;Sal—n 02;20;25;931
2032;Sal—n 02;20;15;932
2033;Sal—n 02;20;15;933
2034;Sal—n 02;20;15;934
2035;Sal—n 02;20;19;935
2036;Sal—n 02;20;52;936
2037;Sal—n 02;20;68;937
2038;Sal—n 02;20;8;938
2039;Sal—n 02;20;41;939
2040;Sal—n 02;20;25;940
2041;Sal—n 02;20;19;941
2042;Sal—n 02;20;68;942
2043;Sal—n 02;20;70;943
2044;Sal—n 02;20;25;944
2045;Sal—n 02;20;25;945
2046;Sal—n 02;20;17;946
2047;Sal—n 02;20;68;947
2048;Sal—n 02;20;25;948
2049;Sal—n 02;20;15;949
2050;Sal—n 02;20;15;950
2051;Sal—n 02;20;25;951
2052;Sal—n 02;20;15;952
2053;Sal—n 02;20;19;953
2054;Sal—n 02;20;73;954
2055;Sal—n 02;20;85;955
2056;Sal—n 02;20;15;956
2057;Sal—n 02;20;25;957
2058;Sal—n 02;20;27;958
2059;Sal—n 02;20;13;959
2060;Sal—n 02;20;20;960
2061;Sal—n 02;20;81;961
2062;Sal—n 02;20;52;962
2063;Sal—n 02;20;52;963
2064;Sal—n 02;20;97;964
2065;Sal—n 02;20;5;965
2066;Sal—n 02;20;41;966
2067;Sal—n 02;20;5;967
2068;Sal—n 02;20;15;968
2069;Sal—n 02;20;85;969
2070;Sal—n 02;20;25;970
2071;Sal—n 02;20;41;971
2072;Sal—n 02;20;25;972
2073;Sal—n 02;20;47;973
2074;Sal—n 02;20;25;974
2075;Sal—n 02;20;15;975
2076;Sal—n 02;20;54;976
2077;Sal—n 02;20;41;977
2078;Sal—n 02;20;41;978
2079;Sal—n 02;20;25;979
2080;Sal—n 02;20;15;980
2081;Sal—n 02;20;15;981
2082;Sal—n 02;20;25;982
2083;Sal—n 02;20;54;983
2084;Sal—n 02;20;23;984
2085;Sal—n 02;20;41;985
2086;Sal—n 02;20;19;986
2087;Sal—n 02;20;19;987
2088;Sal—n 02;20;15;988
2089;Sal—n 02;20;15;989
2090;Sal—n 02;20;13;990
2091;Sal—n 02;20;5;991
2092;Sal—n 02;20;15;992
2093;Sal—n 02;20;25;993
2094;Sal—n 02;20;25;994
2095;Sal—n 02;20;15;995
2096;Sal—n 02;20;5;996
2097;Sal—n 02;20;54;997
2098;Sal—n 02;20;70;998
2099;Sal—n 02;20;70;999
2100;Sal—n 02;20;68;1000
2101;Sal—n 02;20;15;1001
2102;Sal—n 02;20;25;1002
2103;Sal—n 02;20;19;1003
2104;Sal—n 02;20;76;1004
2105;Sal—n 02;20;15;1005
2106;Sal—n 02;20;19;1006
2107;Sal—n 02;20;85;1007
2108;Sal—n 02;20;76;1008
2109;Sal—n 02;20;8;1009
2110;Sal—n 02;20;23;1010
2111;Sal—n 02;20;76;1011
2112;Sal—n 02;20;52;1012
2113;Sal—n 02;20;15;1013
2114;Sal—n 02;20;15;1014
2115;Sal—n 02;20;13;1015
2116;Sal—n 02;20;13;1016
2117;Sal—n 02;20;5;1017
2118;Sal—n 02;20;15;1018
2119;Sal—n 02;20;15;1019
2120;Sal—n 02;20;15;1020
2121;Sal—n 02;20;85;1021
2122;Sal—n 02;20;5;1022
2123;Sal—n 02;20;52;1023
2124;Sal—n 02;20;25;1024
2125;Sal—n 02;20;25;1025
2126;Sal—n 02;20;25;1026
2127;Sal—n 02;20;76;1027
2128;Sal—n 02;20;25;1028
2129;Sal—n 02;20;27;1029
2130;Sal—n 02;20;27;1030
2131;Sal—n 02;20;5;1031
2132;Sal—n 02;20;50;1032
2133;Sal—n 02;20;44;1033
2134;Sal—n 02;20;5;1034
2135;Sal—n 02;20;44;1035
2136;Sal—n 02;20;8;1036
2137;Sal—n 02;20;5;1037
2138;Sal—n 02;20;23;1038
2139;Sal—n 02;20;68;1039
2140;Sal—n 02;20;73;1040
2141;Sal—n 02;20;86;1041
2142;Sal—n 02;20;20;1042
2143;Sal—n 02;20;5;1043
2144;Sal—n 02;20;18;1044
2145;Sal—n 02;20;5;1045
2146;Sal—n 02;20;73;1046
2147;Sal—n 02;20;5;1047
2148;Sal—n 02;20;25;1048
2149;Sal—n 02;20;15;1049
2150;Sal—n 02;20;25;1050
2151;Sal—n 02;20;76;1051
2152;Sal—n 02;20;68;1052
2153;Sal—n 02;20;25;1053
2154;Sal—n 02;20;5;1054
2155;Sal—n 02;20;76;1055
2156;Sal—n 02;20;54;1056
2157;Sal—n 02;20;19;1057
2158;Sal—n 02;20;15;1058
2159;Sal—n 02;20;54;1059
2160;Sal—n 02;20;86;1060
2161;Sal—n 02;20;25;1061
2162;Sal—n 02;20;73;1062
2163;Sal—n 02;20;17;1063
2164;Sal—n 02;20;13;1064
2165;Sal—n 02;20;44;1065
2166;Sal—n 02;20;68;1066
2167;Sal—n 02;20;85;1067
2168;Sal—n 02;20;25;1068
2169;Sal—n 02;20;73;1069
2170;Sal—n 02;20;50;1070
2171;Sal—n 02;20;41;1071
2172;Sal—n 02;20;25;1072
2173;Sal—n 02;20;25;1073
2174;Sal—n 02;20;15;1074
2175;Sal—n 02;20;50;1075
2176;Sal—n 02;20;17;1076
2177;Sal—n 02;20;68;1077
2178;Sal—n 02;20;25;1078
2179;Sal—n 02;20;52;1079
2180;Sal—n 02;20;41;1080
2181;Sal—n 02;20;5;1081
2182;Sal—n 02;20;5;1082
2183;Sal—n 02;20;5;1083
2184;Sal—n 02;20;5;1084
2185;Sal—n 02;20;85;1085
2186;Sal—n 02;20;76;1086
2187;Sal—n 02;20;76;1087
2188;Sal—n 02;20;13;1088
2189;Sal—n 02;20;68;1089
2190;Sal—n 02;20;47;1090
2191;Sal—n 02;20;5;1091
2192;Sal—n 02;20;76;1092
2193;Sal—n 02;20;15;1093
2194;Sal—n 02;20;25;1094
2195;Sal—n 02;20;25;1095
2196;Sal—n 02;20;47;1096
2197;Sal—n 02;20;54;1097
2198;Sal—n 02;20;41;1098
2199;Sal—n 02;20;15;1099
2200;Sal—n 02;20;25;1100
2201;Sal—n 03;20;5;1
2202;Sal—n 03;20;50;2
2203;Sal—n 03;20;27;3
2204;Sal—n 03;20;41;4
2205;Sal—n 03;20;13;5
2206;Sal—n 03;20;41;6
2207;Sal—n 03;20;25;7
2208;Sal—n 03;20;20;8
2209;Sal—n 03;20;68;9
2210;Sal—n 03;20;17;10
2211;Sal—n 03;20;85;11
2212;Sal—n 03;20;20;12
2213;Sal—n 03;20;41;13
2214;Sal—n 03;20;18;14
2215;Sal—n 03;20;44;15
2216;Sal—n 03;20;68;16
2217;Sal—n 03;20;25;17
2218;Sal—n 03;20;52;18
2219;Sal—n 03;20;76;19
2220;Sal—n 03;20;5;20
2221;Sal—n 03;20;47;21
2222;Sal—n 03;20;41;22
2223;Sal—n 03;20;19;23
2224;Sal—n 03;20;15;24
2225;Sal—n 03;20;73;25
2226;Sal—n 03;20;41;26
2227;Sal—n 03;20;27;27
2228;Sal—n 03;20;13;28
2229;Sal—n 03;20;73;29
2230;Sal—n 03;20;5;30
2231;Sal—n 03;20;5;31
2232;Sal—n 03;20;73;32
2233;Sal—n 03;20;25;33
2234;Sal—n 03;20;52;34
2235;Sal—n 03;20;76;35
2236;Sal—n 03;20;5;36
2237;Sal—n 03;20;5;37
2238;Sal—n 03;20;5;38
2239;Sal—n 03;20;25;39
2240;Sal—n 03;20;5;40
2241;Sal—n 03;20;17;41
2242;Sal—n 03;20;76;42
2243;Sal—n 03;20;73;43
2244;Sal—n 03;20;5;44
2245;Sal—n 03;20;5;45
2246;Sal—n 03;20;25;46
2247;Sal—n 03;20;66;47
2248;Sal—n 03;20;15;48
2249;Sal—n 03;20;47;49
2250;Sal—n 03;20;17;50
2251;Sal—n 03;20;68;51
2252;Sal—n 03;20;81;52
2253;Sal—n 03;20;81;53
2254;Sal—n 03;20;25;54
2255;Sal—n 03;20;52;55
2256;Sal—n 03;20;54;56
2257;Sal—n 03;20;5;57
2258;Sal—n 03;20;15;58
2259;Sal—n 03;20;13;59
2260;Sal—n 03;20;5;60
2261;Sal—n 03;20;19;61
2262;Sal—n 03;20;76;62
2263;Sal—n 03;20;47;63
2264;Sal—n 03;20;13;64
2265;Sal—n 03;20;5;65
2266;Sal—n 03;20;63;66
2267;Sal—n 03;20;73;67
2268;Sal—n 03;20;13;68
2269;Sal—n 03;20;20;69
2270;Sal—n 03;20;73;70
2271;Sal—n 03;20;27;71
2272;Sal—n 03;20;23;72
2273;Sal—n 03;20;27;73
2274;Sal—n 03;20;27;74
2275;Sal—n 03;20;27;75
2276;Sal—n 03;20;19;76
2277;Sal—n 03;20;66;77
2278;Sal—n 03;20;8;78
2279;Sal—n 03;20;41;79
2280;Sal—n 03;20;52;80
2281;Sal—n 03;20;5;81
2282;Sal—n 03;20;68;82
2283;Sal—n 03;20;68;83
2284;Sal—n 03;20;50;84
2285;Sal—n 03;20;68;85
2286;Sal—n 03;20;44;86
2287;Sal—n 03;20;13;87
2288;Sal—n 03;20;8;88
2289;Sal—n 03;20;20;89
2290;Sal—n 03;20;17;90
2291;Sal—n 03;20;5;91
2292;Sal—n 03;20;5;92
2293;Sal—n 03;20;25;93
2294;Sal—n 03;20;15;94
2295;Sal—n 03;20;52;95
2296;Sal—n 03;20;27;96
2297;Sal—n 03;20;66;97
2298;Sal—n 03;20;18;98
2299;Sal—n 03;20;15;99
2300;Sal—n 03;20;5;100
2301;Sal—n 03;20;15;101
2302;Sal—n 03;20;5;102
2303;Sal—n 03;20;68;103
2304;Sal—n 03;20;25;104
2305;Sal—n 03;20;15;105
2306;Sal—n 03;20;54;106
2307;Sal—n 03;20;11;107
2308;Sal—n 03;20;25;108
2309;Sal—n 03;20;27;109
2310;Sal—n 03;20;5;110
2311;Sal—n 03;20;19;111
2312;Sal—n 03;20;68;112
2313;Sal—n 03;20;76;113
2314;Sal—n 03;20;20;114
2315;Sal—n 03;20;15;115
2316;Sal—n 03;20;5;116
2317;Sal—n 03;20;15;117
2318;Sal—n 03;20;68;118
2319;Sal—n 03;20;54;119
2320;Sal—n 03;20;76;120
2321;Sal—n 03;20;15;121
2322;Sal—n 03;20;23;122
2323;Sal—n 03;20;63;123
2324;Sal—n 03;20;70;124
2325;Sal—n 03;20;19;125
2326;Sal—n 03;20;52;126
2327;Sal—n 03;20;76;127
2328;Sal—n 03;20;76;128
2329;Sal—n 03;20;5;129
2330;Sal—n 03;20;15;130
2331;Sal—n 03;20;25;131
2332;Sal—n 03;20;68;132
2333;Sal—n 03;20;50;133
2334;Sal—n 03;20;25;134
2335;Sal—n 03;20;5;135
2336;Sal—n 03;20;76;136
2337;Sal—n 03;20;70;137
2338;Sal—n 03;20;73;138
2339;Sal—n 03;20;19;139
2340;Sal—n 03;20;25;140
2341;Sal—n 03;20;13;141
2342;Sal—n 03;20;95;142
2343;Sal—n 03;20;63;143
2344;Sal—n 03;20;5;144
2345;Sal—n 03;20;15;145
2346;Sal—n 03;20;19;146
2347;Sal—n 03;20;68;147
2348;Sal—n 03;20;76;148
2349;Sal—n 03;20;19;149
2350;Sal—n 03;20;76;150
2351;Sal—n 03;20;5;151
2352;Sal—n 03;20;8;152
2353;Sal—n 03;20;41;153
2354;Sal—n 03;20;15;154
2355;Sal—n 03;20;23;155
2356;Sal—n 03;20;8;156
2357;Sal—n 03;20;76;157
2358;Sal—n 03;20;13;158
2359;Sal—n 03;20;27;159
2360;Sal—n 03;20;25;160
2361;Sal—n 03;20;68;161
2362;Sal—n 03;20;5;162
2363;Sal—n 03;20;5;163
2364;Sal—n 03;20;68;164
2365;Sal—n 03;20;5;165
2366;Sal—n 03;20;73;166
2367;Sal—n 03;20;25;167
2368;Sal—n 03;20;5;168
2369;Sal—n 03;20;27;169
2370;Sal—n 03;20;5;170
2371;Sal—n 03;20;13;171
2372;Sal—n 03;20;18;172
2373;Sal—n 03;20;76;173
2374;Sal—n 03;20;97;174
2375;Sal—n 03;20;73;175
2376;Sal—n 03;20;50;176
2377;Sal—n 03;20;5;177
2378;Sal—n 03;20;5;178
2379;Sal—n 03;20;68;179
2380;Sal—n 03;20;23;180
2381;Sal—n 03;20;15;181
2382;Sal—n 03;20;68;182
2383;Sal—n 03;20;47;183
2384;Sal—n 03;20;52;184
2385;Sal—n 03;20;25;185
2386;Sal—n 03;20;70;186
2387;Sal—n 03;20;73;187
2388;Sal—n 03;20;68;188
2389;Sal—n 03;20;68;189
2390;Sal—n 03;20;5;190
2391;Sal—n 03;20;68;191
2392;Sal—n 03;20;20;192
2393;Sal—n 03;20;23;193
2394;Sal—n 03;20;15;194
2395;Sal—n 03;20;17;195
2396;Sal—n 03;20;54;196
2397;Sal—n 03;20;23;197
2398;Sal—n 03;20;25;198
2399;Sal—n 03;20;68;199
2400;Sal—n 03;20;15;200
2401;Sal—n 03;20;20;201
2402;Sal—n 03;20;15;202
2403;Sal—n 03;20;15;203
2404;Sal—n 03;20;54;204
2405;Sal—n 03;20;15;205
2406;Sal—n 03;20;15;206
2407;Sal—n 03;20;47;207
2408;Sal—n 03;20;25;208
2409;Sal—n 03;20;25;209
2410;Sal—n 03;20;85;210
2411;Sal—n 03;20;25;211
2412;Sal—n 03;20;15;212
2413;Sal—n 03;20;15;213
2414;Sal—n 03;20;13;214
2415;Sal—n 03;20;68;215
2416;Sal—n 03;20;63;216
2417;Sal—n 03;20;5;217
2418;Sal—n 03;20;15;218
2419;Sal—n 03;20;47;219
2420;Sal—n 03;20;23;220
2421;Sal—n 03;20;13;221
2422;Sal—n 03;20;5;222
2423;Sal—n 03;20;73;223
2424;Sal—n 03;20;25;224
2425;Sal—n 03;20;41;225
2426;Sal—n 03;20;70;226
2427;Sal—n 03;20;86;227
2428;Sal—n 03;20;52;228
2429;Sal—n 03;20;5;229
2430;Sal—n 03;20;68;230
2431;Sal—n 03;20;5;231
2432;Sal—n 03;20;47;232
2433;Sal—n 03;20;27;233
2434;Sal—n 03;20;68;234
2435;Sal—n 03;20;52;235
2436;Sal—n 03;20;52;236
2437;Sal—n 03;20;68;237
2438;Sal—n 03;20;54;238
2439;Sal—n 03;20;5;239
2440;Sal—n 03;20;15;240
2441;Sal—n 03;20;63;241
2442;Sal—n 03;20;19;242
2443;Sal—n 03;20;68;243
2444;Sal—n 03;20;70;244
2445;Sal—n 03;20;15;245
2446;Sal—n 03;20;25;246
2447;Sal—n 03;20;23;247
2448;Sal—n 03;20;15;248
2449;Sal—n 03;20;70;249
2450;Sal—n 03;20;73;250
2451;Sal—n 03;20;81;251
2452;Sal—n 03;20;52;252
2453;Sal—n 03;20;50;253
2454;Sal—n 03;20;15;254
2455;Sal—n 03;20;15;255
2456;Sal—n 03;20;25;256
2457;Sal—n 03;20;54;257
2458;Sal—n 03;20;15;258
2459;Sal—n 03;20;50;259
2460;Sal—n 03;20;99;260
2461;Sal—n 03;20;52;261
2462;Sal—n 03;20;52;262
2463;Sal—n 03;20;73;263
2464;Sal—n 03;20;18;264
2465;Sal—n 03;20;68;265
2466;Sal—n 03;20;20;266
2467;Sal—n 03;20;5;267
2468;Sal—n 03;20;54;268
2469;Sal—n 03;20;54;269
2470;Sal—n 03;20;25;270
2471;Sal—n 03;20;27;271
2472;Sal—n 03;20;15;272
2473;Sal—n 03;20;13;273
2474;Sal—n 03;20;52;274
2475;Sal—n 03;20;54;275
2476;Sal—n 03;20;5;276
2477;Sal—n 03;20;76;277
2478;Sal—n 03;20;44;278
2479;Sal—n 03;20;44;279
2480;Sal—n 03;20;73;280
2481;Sal—n 03;20;5;281
2482;Sal—n 03;20;66;282
2483;Sal—n 03;20;15;283
2484;Sal—n 03;20;54;284
2485;Sal—n 03;20;5;285
2486;Sal—n 03;20;5;286
2487;Sal—n 03;20;47;287
2488;Sal—n 03;20;76;288
2489;Sal—n 03;20;50;289
2490;Sal—n 03;20;54;290
2491;Sal—n 03;20;68;291
2492;Sal—n 03;20;27;292
2493;Sal—n 03;20;13;293
2494;Sal—n 03;20;50;294
2495;Sal—n 03;20;76;295
2496;Sal—n 03;20;52;296
2497;Sal—n 03;20;15;297
2498;Sal—n 03;20;25;298
2499;Sal—n 03;20;20;299
2500;Sal—n 03;20;18;300
2501;Sal—n 03;20;50;301
2502;Sal—n 03;20;76;302
2503;Sal—n 03;20;15;303
2504;Sal—n 03;20;68;304
2505;Sal—n 03;20;13;305
2506;Sal—n 03;20;44;306
2507;Sal—n 03;20;20;307
2508;Sal—n 03;20;18;308
2509;Sal—n 03;20;52;309
2510;Sal—n 03;20;13;310
2511;Sal—n 03;20;68;311
2512;Sal—n 03;20;25;312
2513;Sal—n 03;20;47;313
2514;Sal—n 03;20;68;314
2515;Sal—n 03;20;95;315
2516;Sal—n 03;20;47;316
2517;Sal—n 03;20;70;317
2518;Sal—n 03;20;25;318
2519;Sal—n 03;20;52;319
2520;Sal—n 03;20;52;320
2521;Sal—n 03;20;19;321
